"Form type","Form description","Filing date","Reporting date"
"4","Statement of changes in beneficial ownership of securities","2014-11-18","2014-11-15"
"4","Statement of changes in beneficial ownership of securities","2014-11-18","2014-11-15"
"4","Statement of changes in beneficial ownership of securities","2014-11-18","2014-11-15"
"4","Statement of changes in beneficial ownership of securities","2014-11-18","2014-11-15"
"4","Statement of changes in beneficial ownership of securities","2014-11-18","2014-11-15"
"4","Statement of changes in beneficial ownership of securities","2014-11-18","2014-11-15"
"4","Statement of changes in beneficial ownership of securities","2014-11-13","2014-11-13"
"4","Statement of changes in beneficial ownership of securities","2014-11-10","2014-11-06"
"S-8","Securities to be offered to employees in employee benefit plans","2014-10-24",""
"10-Q","Quarterly report [Sections 13 or 15(d)]","2014-10-24","2014-09-30"
"8-K","Current report","2014-10-23","2014-10-23"
"UPLOAD","SEC-generated letter","2014-10-16",""
"CORRESP","Correspondence","2014-09-26",""
"8-K","Current report","2014-09-25","2014-09-25"
"UPLOAD","SEC-generated letter","2014-09-16",""
"4","Statement of changes in beneficial ownership of securities","2014-09-05","2014-09-04"
"8-K","Current report","2014-09-05","2014-09-05"
"8-K","Current report","2014-09-03","2014-09-03"
"CORRESP","Correspondence","2014-08-26",""
"8-K","Current report","2014-08-25","2014-08-25"
"4","Statement of changes in beneficial ownership of securities","2014-08-19","2014-08-15"
"4","Statement of changes in beneficial ownership of securities","2014-08-19","2014-08-15"
"4","Statement of changes in beneficial ownership of securities","2014-08-19","2014-08-15"
"4","Statement of changes in beneficial ownership of securities","2014-08-19","2014-08-15"
"4","Statement of changes in beneficial ownership of securities","2014-08-19","2014-08-15"
"4","Statement of changes in beneficial ownership of securities","2014-08-19","2014-08-15"
"4","Statement of changes in beneficial ownership of securities","2014-08-19","2014-08-15"
"4","Statement of changes in beneficial ownership of securities","2014-08-05","2014-08-04"
"CORRESP","Correspondence","2014-08-04",""
"4","Statement of changes in beneficial ownership of securities","2014-08-01","2014-07-31"
"3","Initial statement of beneficial ownership of securities","2014-08-01","2014-07-31"
"8-K","Current report","2014-08-01","2014-07-31"
"UPLOAD","SEC-generated letter","2014-07-29",""
"10-Q","Quarterly report [Sections 13 or 15(d)]","2014-07-25","2014-06-30"
"8-K","Current report","2014-07-24","2014-07-24"
"4","Statement of changes in beneficial ownership of securities","2014-07-02","2014-06-30"
"4","Statement of changes in beneficial ownership of securities","2014-06-17","2014-06-16"
"4","Statement of changes in beneficial ownership of securities","2014-06-02","2014-05-29"
"SD","Form - SD","2014-06-02",""
"8-K","Current report","2014-05-23","2014-05-21"
"4","Statement of changes in beneficial ownership of securities","2014-05-20","2014-05-20"
"4","Statement of changes in beneficial ownership of securities","2014-05-20","2014-05-20"
"4","Statement of changes in beneficial ownership of securities","2014-05-19","2014-05-15"
"4","Statement of changes in beneficial ownership of securities","2014-05-19","2014-05-15"
"4","Statement of changes in beneficial ownership of securities","2014-05-19","2014-05-15"
"4","Statement of changes in beneficial ownership of securities","2014-05-16","2014-05-15"
"4","Statement of changes in beneficial ownership of securities","2014-05-16","2014-05-15"
"4","Statement of changes in beneficial ownership of securities","2014-05-16","2014-05-15"
"4","Statement of changes in beneficial ownership of securities","2014-05-16","2014-05-15"
"4","Statement of changes in beneficial ownership of securities","2014-05-15","2014-05-13"
"4","Statement of changes in beneficial ownership of securities","2014-05-02","2014-05-01"
"10-Q","Quarterly report [Sections 13 or 15(d)]","2014-04-25","2014-03-31"
"8-K","Current report","2014-04-24","2014-04-24"
"ARS","Annual Report to Security Holders","2014-04-11","2013-12-31"
"8-K","Current report","2014-04-10","2014-04-10"
"DEFA14A","Additional definitive proxy soliciting materials and Rule 14(a)(12) material","2014-04-10",""
"DEF 14A","Other definitive proxy statements","2014-04-10","2014-05-21"
"4","Statement of changes in beneficial ownership of securities","2014-04-09","2014-04-09"
"4","Statement of changes in beneficial ownership of securities","2014-04-04","2014-04-03"
"4","Statement of changes in beneficial ownership of securities","2014-04-04","2014-04-03"
"4","Statement of changes in beneficial ownership of securities","2014-04-04","2014-04-03"
"4","Statement of changes in beneficial ownership of securities","2014-04-04","2014-04-03"
"4","Statement of changes in beneficial ownership of securities","2014-04-04","2014-04-03"
"4","Statement of changes in beneficial ownership of securities","2014-04-04","2014-04-03"
"4","Statement of changes in beneficial ownership of securities","2014-04-04","2014-04-03"
"NO ACT","No Action Letter","2014-03-06","2014-01-17"
"NO ACT","No Action Letter","2014-03-03","2014-03-01"
"4","Statement of changes in beneficial ownership of securities","2014-02-20","2014-02-18"
"4","Statement of changes in beneficial ownership of securities","2014-02-19","2014-02-15"
"4","Statement of changes in beneficial ownership of securities","2014-02-19","2014-02-15"
"4","Statement of changes in beneficial ownership of securities","2014-02-19","2014-02-15"
"4","Statement of changes in beneficial ownership of securities","2014-02-19","2014-02-15"
"4","Statement of changes in beneficial ownership of securities","2014-02-19","2014-02-15"
"4","Statement of changes in beneficial ownership of securities","2014-02-18","2014-02-15"
"4","Statement of changes in beneficial ownership of securities","2014-02-18","2014-02-15"
"SC 13G/A","Statement of acquisition of beneficial ownership by individuals - amendment","2014-02-13",""
"4","Statement of changes in beneficial ownership of securities","2014-02-11","2014-02-09"
"10-K","Annual report [Section 13 and 15(d), not S-K Item 405]","2014-01-31","2013-12-31"
"SC 13G/A","Statement of acquisition of beneficial ownership by individuals - amendment","2014-01-31",""
"8-K","Current report","2014-01-30","2014-01-30"
"4","Statement of changes in beneficial ownership of securities","2013-12-20","2013-12-20"
"4","Statement of changes in beneficial ownership of securities","2013-12-16","2013-12-16"
"4","Statement of changes in beneficial ownership of securities","2013-12-03","2013-12-02"
"4","Statement of changes in beneficial ownership of securities","2013-12-02","2013-11-27"
"4","Statement of changes in beneficial ownership of securities","2013-11-26","2013-11-25"
"4","Statement of changes in beneficial ownership of securities","2013-11-19","2013-11-15"
"4","Statement of changes in beneficial ownership of securities","2013-11-19","2013-11-15"
"4","Statement of changes in beneficial ownership of securities","2013-11-18","2013-11-15"
"4","Statement of changes in beneficial ownership of securities","2013-11-18","2013-11-15"
"4","Statement of changes in beneficial ownership of securities","2013-11-15","2013-11-15"
"4","Statement of changes in beneficial ownership of securities","2013-11-15","2013-11-15"
"4","Statement of changes in beneficial ownership of securities","2013-11-15","2013-11-15"
"4","Statement of changes in beneficial ownership of securities","2013-11-15","2013-11-15"
"4","Statement of changes in beneficial ownership of securities","2013-11-13","2013-11-13"
"4","Statement of changes in beneficial ownership of securities","2013-11-08","2013-11-06"
"4","Statement of changes in beneficial ownership of securities","2013-11-08","2013-11-06"
"4","Statement of changes in beneficial ownership of securities","2013-11-08","2013-11-06"
"4","Statement of changes in beneficial ownership of securities","2013-11-08","2013-11-06"
"4","Statement of changes in beneficial ownership of securities","2013-11-05","2013-11-01"
"4","Statement of changes in beneficial ownership of securities","2013-11-05","2013-11-01"
"4","Statement of changes in beneficial ownership of securities","2013-11-05","2013-11-01"
"4","Statement of changes in beneficial ownership of securities","2013-11-04","2013-11-01"
"4","Statement of changes in beneficial ownership of securities","2013-11-04","2013-11-01"
"4","Statement of changes in beneficial ownership of securities","2013-11-04","2013-11-01"
"10-Q","Quarterly report [Sections 13 or 15(d)]","2013-10-25","2013-09-30"
"8-K","Current report","2013-10-24","2013-10-24"
"4","Statement of changes in beneficial ownership of securities","2013-09-26","2013-09-26"
"4","Statement of changes in beneficial ownership of securities","2013-09-18","2013-09-18"
"4","Statement of changes in beneficial ownership of securities","2013-09-06","2013-09-05"
"4","Statement of changes in beneficial ownership of securities","2013-09-06","2013-09-05"
"4","Statement of changes in beneficial ownership of securities","2013-09-06","2013-09-05"
"4","Statement of changes in beneficial ownership of securities","2013-09-06","2013-09-05"
"4","Statement of changes in beneficial ownership of securities","2013-09-06","2013-09-05"
"4","Statement of changes in beneficial ownership of securities","2013-08-20","2013-08-20"
"4","Statement of changes in beneficial ownership of securities","2013-08-19","2013-08-15"
"4","Statement of changes in beneficial ownership of securities","2013-08-19","2013-08-15"
"4","Statement of changes in beneficial ownership of securities","2013-08-19","2013-08-15"
"4","Statement of changes in beneficial ownership of securities","2013-08-19","2013-08-15"
"4","Statement of changes in beneficial ownership of securities","2013-08-19","2013-08-15"
"4","Statement of changes in beneficial ownership of securities","2013-08-16","2013-08-15"
"4","Statement of changes in beneficial ownership of securities","2013-08-16","2013-08-15"
"4","Statement of changes in beneficial ownership of securities","2013-08-16","2013-08-15"
"4","Statement of changes in beneficial ownership of securities","2013-08-16","2013-08-15"
"4","Statement of changes in beneficial ownership of securities","2013-08-06","2013-08-05"
"4","Statement of changes in beneficial ownership of securities","2013-08-05","2013-08-01"
"4","Statement of changes in beneficial ownership of securities","2013-08-05","2013-08-01"
"4","Statement of changes in beneficial ownership of securities","2013-08-05","2013-08-01"
"4","Statement of changes in beneficial ownership of securities","2013-08-02","2013-08-01"
"10-Q","Quarterly report [Sections 13 or 15(d)]","2013-07-26","2013-06-30"
"8-K","Current report","2013-07-25","2013-07-25"
"4","Statement of changes in beneficial ownership of securities","2013-07-01","2013-06-30"
"4","Statement of changes in beneficial ownership of securities","2013-06-11","2013-06-10"
"8-K","Current report","2013-05-24","2013-05-23"
"4","Statement of changes in beneficial ownership of securities","2013-05-20","2013-05-17"
"4","Statement of changes in beneficial ownership of securities","2013-05-17","2013-05-15"
"4","Statement of changes in beneficial ownership of securities","2013-05-17","2013-05-15"
"4","Statement of changes in beneficial ownership of securities","2013-05-17","2013-05-15"
"4","Statement of changes in beneficial ownership of securities","2013-05-17","2013-05-15"
"4","Statement of changes in beneficial ownership of securities","2013-05-17","2013-05-15"
"4","Statement of changes in beneficial ownership of securities","2013-05-17","2013-05-15"
"4","Statement of changes in beneficial ownership of securities","2013-05-17","2013-05-15"
"4","Statement of changes in beneficial ownership of securities","2013-05-17","2013-05-15"
"4","Statement of changes in beneficial ownership of securities","2013-05-17","2013-05-15"
"UPLOAD","SEC-generated letter","2013-05-10",""
"CORRESP","Correspondence","2013-05-06",""
"4","Statement of changes in beneficial ownership of securities","2013-05-03","2013-05-03"
"DEFA14A","Additional definitive proxy soliciting materials and Rule 14(a)(12) material","2013-04-26",""
"10-Q","Quarterly report [Sections 13 or 15(d)]","2013-04-26","2013-03-31"
"8-K","Current report","2013-04-25","2013-04-25"
"UPLOAD","SEC-generated letter","2013-04-24",""
"ARS","Annual Report to Security Holders","2013-04-15","2012-12-31"
"8-K","Current report","2013-04-12","2013-04-12"
"DEFA14A","Additional definitive proxy soliciting materials and Rule 14(a)(12) material","2013-04-12",""
"DEF 14A","Other definitive proxy statements","2013-04-12","2013-05-23"
"4","Statement of changes in beneficial ownership of securities","2013-04-09","2013-04-09"
"NO ACT","No Action Letter","2013-03-25","2013-03-25"
"NO ACT","No Action Letter","2013-03-20","2013-01-22"
"NO ACT","No Action Letter","2013-03-04","2013-03-04"
"4","Statement of changes in beneficial ownership of securities","2013-02-20","2013-02-19"
"4","Statement of changes in beneficial ownership of securities","2013-02-19","2013-02-15"
"4","Statement of changes in beneficial ownership of securities","2013-02-19","2013-02-15"
"4","Statement of changes in beneficial ownership of securities","2013-02-19","2013-02-15"
"4","Statement of changes in beneficial ownership of securities","2013-02-19","2013-02-15"
"4","Statement of changes in beneficial ownership of securities","2013-02-19","2013-02-15"
"4","Statement of changes in beneficial ownership of securities","2013-02-19","2013-02-15"
"4","Statement of changes in beneficial ownership of securities","2013-02-19","2013-02-15"
"4","Statement of changes in beneficial ownership of securities","2013-02-19","2013-02-15"
"4","Statement of changes in beneficial ownership of securities","2013-02-19","2013-02-15"
"4","Statement of changes in beneficial ownership of securities","2013-02-19","2013-02-15"
"4","Statement of changes in beneficial ownership of securities","2013-02-14","2013-02-12"
"SC 13G","Statement of acquisition of beneficial ownership by individuals","2013-02-13",""
"4","Statement of changes in beneficial ownership of securities","2013-02-11","2013-02-09"
"NO ACT","No Action Letter","2013-02-08","2013-01-31"
"SC 13G/A","Statement of acquisition of beneficial ownership by individuals - amendment","2013-01-30",""
"10-K","Annual report [Section 13 and 15(d), not S-K Item 405]","2013-01-30","2012-12-31"
"8-K","Current report","2013-01-29","2013-01-29"
"8-K","Current report","2012-12-28","2012-12-26"
"4","Statement of changes in beneficial ownership of securities","2012-12-19","2012-12-17"
"4","Statement of changes in beneficial ownership of securities","2012-12-19","2012-12-17"
"4","Statement of changes in beneficial ownership of securities","2012-12-18","2012-12-16"
"4","Statement of changes in beneficial ownership of securities","2012-12-03","2012-11-29"
"4","Statement of changes in beneficial ownership of securities","2012-12-03","2012-11-29"
"4","Statement of changes in beneficial ownership of securities","2012-11-30","2012-11-29"
"4","Statement of changes in beneficial ownership of securities","2012-11-30","2012-11-29"
"4","Statement of changes in beneficial ownership of securities","2012-11-29","2012-11-27"
"8-K","Current report","2012-11-29","2012-11-26"
"424B2","Prospectus [Rule 424(b)(2)]","2012-11-28",""
"FWP","Filing under Securities Act Rules 163/433 of free writing prospectuses","2012-11-26",""
"424B5","Prospectus [Rule 424(b)(5)]","2012-11-26",""
"S-3ASR","Automatic shelf registration statement of securities of well-known seasoned issuers","2012-11-26",""
"4","Statement of changes in beneficial ownership of securities","2012-11-19","2012-11-15"
"4","Statement of changes in beneficial ownership of securities","2012-11-19","2012-11-15"
"4","Statement of changes in beneficial ownership of securities","2012-11-16","2012-11-15"
"4","Statement of changes in beneficial ownership of securities","2012-11-16","2012-11-15"
"4","Statement of changes in beneficial ownership of securities","2012-11-16","2012-11-15"
"4","Statement of changes in beneficial ownership of securities","2012-11-16","2012-11-15"
"4","Statement of changes in beneficial ownership of securities","2012-11-16","2012-11-15"
"4","Statement of changes in beneficial ownership of securities","2012-11-16","2012-11-15"
"4","Statement of changes in beneficial ownership of securities","2012-11-13","2012-11-13"
"4","Statement of changes in beneficial ownership of securities","2012-11-07","2012-11-06"
"4","Statement of changes in beneficial ownership of securities","2012-11-07","2012-11-06"
"4","Statement of changes in beneficial ownership of securities","2012-11-07","2012-11-06"
"4","Statement of changes in beneficial ownership of securities","2012-11-05","2012-11-01"
"4","Statement of changes in beneficial ownership of securities","2012-11-05","2012-11-01"
"10-Q","Quarterly report [Sections 13 or 15(d)]","2012-10-26","2012-09-30"
"8-K","Current report","2012-10-25","2012-10-25"
"8-K","Current report","2012-10-05","2012-10-01"
"3","Initial statement of beneficial ownership of securities","2012-09-21","2012-09-21"
"4","Statement of changes in beneficial ownership of securities","2012-09-18","2012-09-18"
"4","Statement of changes in beneficial ownership of securities","2012-09-14","2012-09-13"
"4","Statement of changes in beneficial ownership of securities","2012-09-11","2012-09-07"
"4","Statement of changes in beneficial ownership of securities","2012-09-11","2012-09-08"
"4","Statement of changes in beneficial ownership of securities","2012-09-05","2012-09-04"
"4","Statement of changes in beneficial ownership of securities","2012-09-04","2012-08-30"
"4","Statement of changes in beneficial ownership of securities","2012-09-04","2012-08-30"
"4","Statement of changes in beneficial ownership of securities","2012-09-04","2012-08-30"
"4","Statement of changes in beneficial ownership of securities","2012-08-27","2012-08-24"
"4","Statement of changes in beneficial ownership of securities","2012-08-23","2012-08-22"
"4","Statement of changes in beneficial ownership of securities","2012-08-16","2012-08-15"
"4","Statement of changes in beneficial ownership of securities","2012-08-16","2012-08-15"
"4","Statement of changes in beneficial ownership of securities","2012-08-16","2012-08-15"
"4","Statement of changes in beneficial ownership of securities","2012-08-16","2012-08-15"
"4","Statement of changes in beneficial ownership of securities","2012-08-16","2012-08-15"
"4","Statement of changes in beneficial ownership of securities","2012-08-16","2012-08-15"
"4","Statement of changes in beneficial ownership of securities","2012-08-16","2012-08-15"
"4","Statement of changes in beneficial ownership of securities","2012-08-08","2012-08-07"
"4","Statement of changes in beneficial ownership of securities","2012-08-06","2012-08-06"
"4","Statement of changes in beneficial ownership of securities","2012-08-06","2012-08-03"
